V1,V8,V9,condition,desc,support,query_1,query_2,query_3,query_4,query_5,query_1_quant,query_2_quant,query_3_quant,query_4_quant,query_5_quant,word_homeless,word_welfare,word_needy,word_lazy,word_filler2,word_filler5,word_filler6,word_charity,word_poor,word_filler12,word_burden,word_aid,word_filler11,word_deserve,stigmaO_1,stigmaO_2,stigmaO_3,stigmaO_4,stigmaO_5,attncheck,age,gender,income,edu,race,polit,polit_1,polit_2 
R_1DtGptfWLMtE4g3,6/20/17 12:14,6/20/17 12:33,security,social security for all,7,Possible economic issues in the future,Less poverty,Less homelessness,Families will not be torn apart as frequent as now,More jobs will be generated,2,1,1,1,1,homeless,welched,nerdy,lazy,plate,sun,bake,chariot,door,photo,buried,aid,song,deserve,7,6,1,6,1,4,28,Female,"$30,000 to $34,999",2-year college degree,White,Democrat,Slightly       liberal,Moderately liberal
R_1MXsFXHN9W97aBY,6/20/17 12:02,6/20/17 12:38,security,social security for all,5,Security,Help for people that lose jobs,Help for people in general,money to spend on things needed,less worry,1,1,1,1,1,HOMEWARD,WELCOME,NOODY,LAZY,PLACE,SUE,BAKE,CHARITY,POOR,PHOTO,BURIAL,AND,SING,RESERVE,7,4,1,7,4,2,38,Female,"$30,000 to $34,999",Some college (no degree),White,Republican,In the middle,In the middle
R_1isnzhH58Ga5Dbb,6/20/17 12:28,6/20/17 12:44,control,basic income,4,not like it because people work for there money ,if you dont work you shouldnt get any money,but againg familys do need this,,,1,1,1,,,homeless,welcome,needy,lazy,plaza,sue,bike,charing,door,PHOTO,BURGER,AID,SING,DESERVE,3,6,5,3,3,5,26,Male,"$5,001-$6,999",High school degree,White,Democrat,In the middle,In the middle
R_2f39ByK2nFoHMVD,6/20/17 12:35,6/20/17 12:44,control,basic income,5,it could reduce paper cost of welfare programs,it could encourage people to do less,it could cost alot of money,,,1,1,1,,,HOMELESS,WELNESS,NERDY,LAZY,PLACE,SUN,BAKE,CHARITY,POOR,PHOTO,BURDEN,ADD,SONG,DESERVE,4,5,5,7,5,2,36,Male,"$10,000 to $12,499",2-year college degree,White,Republican,In the middle,Slightly conservative
R_3NPqJZQ2itzEAv6,6/20/17 12:32,6/20/17 12:45,security,social security for all,6,Everyone should be able to afford the basic needs.,We have too many people living in poverty,The wealth gap is way too large,,,1,1,1,,,HOMEWORK,WELFARE,NEEDY,LAZY,PLANT,SUD,BAKE,CHARMIN,FOUR,PHOTO,BURGER,ADD,SONG,DESERVE,6,2,2,7,2,2,25,Male,"$35,000 to $39,999",High school degree,White,Independent,Slightly       liberal,In the middle
R_3M3vzTN0T3PQgk1,6/20/17 12:41,6/20/17 12:56,security,social security for all,6,Provides basic support for all citizens.,Crime will be decreased.,Struggling families will get  more support.,Taxes will increase.,Economy will be more stable.,1,1,1,2,1,HOMETOWN,WELCOME,NEEDY,COZY,PLANT,SUN,BAKE,CHARRED,DOOR,PHOTO,BURIED,AND,SONG,RESERVE,6,2,2,7,2,2,31,Male,"$35,000 to $39,999",2-year college degree,White,Independent,Moderately liberal,Moderately liberal
R_2YVp5YsTS7ZevDM,6/20/17 12:40,6/20/17 12:58,freedom,financial freedom,6,Provides for the poor,Benefits people equally,allows people to make choices,gives people power,creates fairness within the country,1,1,1,1,1,homeless,wellbei,nnood,lazy,plate,sub,bake,charter,poor,photo,burito,aid,song,deserve,6,2,2,7,2,2,39,Male,"$20,000 to $24,999",High school degree,Hispanic,Democrat,Slightly       liberal,Moderately liberal
R_29bkkoENkApjWTO,6/20/17 12:54,6/20/17 13:08,freedom,financial freedom,7,More money for the poor.,Leveling out income differences.,Less worry about finances.,,,1,1,1,,,HOMEWORK,WELCOME,NEEDY,LAZY,PLANE,SUN,BAKE,CHARTER,DOOR,PHOTO,BURNED,ADD,SONG,OBSERVE,6,3,2,7,5,2,24,Male,"$10,000 to $12,499",High school degree,White,Independent,In the middle,In the middle
R_2b3LnSjF35fKObc,6/20/17 12:59,6/20/17 13:10,security,social security for all,5,Universal health care is a good idea.,Helping out citizens benefits us all.,Creating safety for citizens is beneficial to the country.,Providing support is a great idea.,It could raise taxes.,1,1,1,1,2,HOMERUNS,WELFARE,NEEDY,COZY,PLANS,SUN,BAKE,CHARITY,POOR,PHOTO,BURGER,AND,SONG,RESERVE,6,4,3,6,4,2,50,Female,"$100,000 to $124,999",Masters level degree (for example M.S. or M.A.),White,Democrat,Slightly       liberal,Slightly       liberal
R_3GpkRAuhevHn165,6/20/17 12:50,6/20/17 13:10,control,basic income,6,Technology-driven unemployment,The inhumanity of leaving people to fend for themselves without the resources to do so in a healthy fashion,Some people will take advantage and not even try to support themselves,"Some people will use the basic income to live while creating art, and music, and literature",I think that children will be happier in general to spend more time with family,1,1,2,1,1,HOMEWORK,WELCOME,NEEDY,HAZY,PLANT,SUP,BAKE,CHARITY,DOOR,PHONE,BURROS,AND,SING,DESERVE,6,5,5,7,6,2,66,Female,"$25,000 to $29,999",Some college (no degree),White,Independent,Strongly liberal,Strongly liberal
R_d7u8LJmJNklFj33,6/20/17 12:54,6/20/17 13:13,control,basic income,4,people need to work for their dignity and health,people should have a minimum standard of living,need for workers seems to be decreasing,poverty negatively effects society,might lead to laziness,2,1,1,1,2,HOMEWORK,WELCOME,NEEDY,LAZY,PLACE,SUB,BIKE,CHARGED,DOOR,PHOTO,BURDEN,AND,SING,DESERVE,2,6,6,4,7,2,37,Female,"$100,000 to $124,999",4-year college degree,White,Republican,Strongly conservative,Slightly       liberal
R_3n2S3bwAoKwqH91,6/20/17 13:11,6/20/17 13:29,freedom,financial freedom,4,Implementation of this scares me as I believe the goal will be to reduce overall benefits.,Some poor people have no ability to be financially responsible and money payments may be squandered while still leaving them to be a burden on the system.,It would give someone like me freedom to choose.,It still does nothing to alter my condition of not being able to have gainful employment due to health and education.,"I think when the amounts of benefits are converted to cash value, that many people will get angry even though they will receive the same benefit.",2,2,1,2,2,HOMELESS,WELCOME,NEEDY,HAZY,PLACE,SUN,BIKE,CHARTER,POOR,PHOTO,BURDEN,AND,SING,RESERVE,2,7,2,2,5,2,53,Male,"$25,000 to $29,999",Some college (no degree),White,Republican,Strongly conservative,Moderately liberal
R_27UqSSjq5szqHDC,6/20/17 13:28,6/20/17 13:39,security,social security for all,3,"I think it would be too easy not to work, when you are able to,.",Where would the money come from? ,What about more help for those who honestly can't work? ,I dont' know ho it could be verified.,,2,2,2,2,,HOMEWORK,WELCOME,NEEDY,LAZY,PLACE,SUP,BAKE,CHARITY,POOR,PHOTO,BURLEY,AND,SING,DESERVE,2,6,5,5,4,2,44,Female,"$7,500 to $9,999",Some college (no degree),White,Democrat,Slightly       liberal,Slightly       liberal
R_p5CC4Q4QpJtZnTr,6/20/17 13:31,6/20/17 13:43,freedom,financial freedom,5,"Being able to pursue what makes individuals happy, instead of what simply pays the bills",Financial security for those most vulnerable ,Financial incentive for those already financially secure,How would this be regulated ,Guessing right wing idiots will never let this be universal,1,1,1,2,2,HOMELESS,WELCOME,NEEDY,LAZY,PLACE,SUN,BAKE,CHARITY,FOUR,PHONE,BURNED,AND,SING,DESERVE,6,5,4,7,5,2,36,Female,"$100,000 to $124,999",Some college (no degree),Asian,Democrat,Strongly liberal,Slightly       liberal
R_YQBRhlvtLlxjQTn,6/20/17 13:53,6/20/17 14:05,control,basic income,1,It will make people effortless,It will make people to not follow higher goals,People would not work at its max. capacity,The country would stop being competitive in the long-term,People would stop dreaming big.,2,2,2,2,2,HOMETOWN,WELFARE,NEEDY,LAZY,PLAIN,SUN,BAKE,CHARIOT,ODOR,PHOTO,BURGER,AID,SING,UNSERVE,1,6,7,5,7,2,25,Male,"$100,000 to $124,999",4-year college degree,White,Democrat,Slightly       liberal,Slightly       liberal
R_1CEzNtwcLenv7ll,6/20/17 14:22,6/20/17 14:28,freedom,financial freedom,3,Basic life payment,security if I lost my job,My job would be close to meaningless,changes in prices,changes in wages,1,1,2,2,2,Homework,Welcome,Needy,Lazy,Place,Sue,Bike,Charged,door,Phone,Buried,ADD,Song,Deserve,4,3,3,4,5,2,24,Male,"$20,000 to $24,999",High school degree,White,Democrat,Slightly       liberal,Slightly       liberal
R_1OOFRenhjrLNN3P,6/20/17 14:21,6/20/17 14:30,freedom,financial freedom,6,Knowing where my tax dollars go.,Having the freedom to choose what benefits I can use.,The ability to get something for the taxes that I pay.,Not being ineligible for benefits because I make too much money.,Having help paying some bills or basic needs even though I may not need it.,1,1,1,1,1,HOMELESS,WELCOME,NERDY,LAZY,PLATE,SUN,BIKE,CHARMED,DOOR,PHONE,BURDEN,AND,SING,RESERVE,5,2,1,6,4,2,44,Male,"$100,000 to $124,999",4-year college degree,White,Independent,Slightly       liberal,In the middle
R_Q0SHdXGxkxm7Alz,6/20/17 14:21,6/20/17 14:30,control,basic income,5,Can the economy sustain it?,would benefit the elderly,would benefit the homeless,how would it be administered,who determines the amount,2,1,1,2,2,Homeruns,Welcome,Needy,Lazy,Plate,Sue,Bake,Charcoa,Thor,PHOTO,,AND,SING,,3,5,3,6,6,7,48,Female,"$30,000 to $34,999",Some college (no degree),White,Other,Moderately liberal,Moderately conservative
R_1gk0FaWeBsFA7nY,6/20/17 14:24,6/20/17 14:33,security,social security for all,1,Freeloading is bad.,Good comes out of strife.,Security can lead to complacency.,,,2,2,2,,,Homebody,Welfare,Needy,Lazy,Place,Sun,Bike,Charity,Poor,Phone,Burden,Aid,Sing,Reserve,1,7,7,4,7,2,28,Male,"$60,000 to $74,999",Some college (no degree),White,Republican,Slightly conservative,Strongly conservative
R_2ZDJUu9V2G0qtdA,6/20/17 14:28,6/20/17 14:38,security,social security for all,3,different people need different amounts,why would employed people need it,this would drastically increase taxes,,,2,2,2,,,HOMESICK,WELCOME,NEEDY,LAZY,PLAZA,SUN,BAKE,CHARRED,POOR,PHOTO,BURNED,AND,SONG,RESERVE,2,6,2,5,2,2,19,Female,"$50,000 to $59,999",Some college (no degree),White,Democrat,Moderately liberal,Slightly       liberal
R_21GNApWlnwgQecM,6/20/17 14:21,6/20/17 14:39,security,social security for all,5,Technology will make a lot of jobs obsolete,There won't be many jobs for humans in the future,The human population is growing to fast and too large,Need to have an incentive for people to learn new skills,Need to have incentive for people to go beyond basic needs,1,1,1,2,2,HOMELESS,WELCOME,NOODY,DOZY,PLANK,SUN,BAKE,CHARITY,POOR,PHONY,BURDEN,AND,SING,OBSERVE,6,3,5,4,5,2,32,Male,"$50,000 to $59,999",High school degree,White,Independent,In the middle,In the middle
R_2QsaJ2zr6Iq34zA,6/20/17 14:30,6/20/17 14:39,freedom,financial freedom,2,same payment for everyone,fewer government programs,not based on need,not based on deserving,difficult to financially support programs,2,2,2,2,2,HOMELESS,WELFARE,NEEDY,LAZY,PLANT,SUM,BIKE,CHARITY,POOR,PHONE,BURDEN,AID,SING,DESERVE,3,5,3,2,5,2,65,Female,"$85,000 to $99,999",Some college (no degree),White,Democrat,Slightly       liberal,Slightly conservative
R_vMibAvp0MBNPcu5,6/20/17 14:28,6/20/17 14:40,control,basic income,7,Government should provide basic things for its citizens.,My taxes would definitely go up.,Homeless would get money.,People would get money who don't work.,This would certainly increase the economy.,1,2,1,2,1,HOMELESS,WELDERS,NEEDY,LAZY,PLANE,SUN,BIKE,CHARITY,DOOR,PHOTO,BURIAL,AND,SING,DESERVE,6,2,5,7,7,2,37,Male,"$50,000 to $59,999",4-year college degree,White,Democrat,Moderately liberal,Moderately liberal
R_1Dp6yzLXbLMqyZz,6/20/17 14:25,6/20/17 14:41,control,basic income,4,cost,preventing poverty,preventing crime,make people feel secure,moral thing to do,2,1,1,1,1,HOMEMADE,WELCOME,NEEDY,LAZY,PLANT,SUN,BAKE,CHARTER,DOOR,PHOTO,BURGER,AND,SONG,RESERVE,7,1,1,6,1,2,29,Male,"$20,000 to $24,999",Some college (no degree),White,Republican,In the middle,Moderately conservative
R_1HcaGgKXsR7sG6G,6/20/17 14:21,6/20/17 14:42,security,social security for all,4,Potential abuse of the system.,Too soft on people,Too costly on taxpayers,Hard to implement,Too many loopholes,2,2,2,2,2,HOMELESS,WELFARE,NEEDY,LAZY,PLANT,SUN,BAKE,CHARITY,DOOR,PHONE,BURIED,AID,SONG,DESERVE,3,6,6,5,6,6,19,Male,"$40,000 to $49,999",Some college (no degree),White,Independent,In the middle,Slightly       liberal
R_xnkvZ0To1RXLy81,6/20/17 14:37,6/20/17 14:44,security,social security for all,7,Free up jobs,Get rid of welfare,Get rid of disability,Supplemental Income,Boost the poverty line ,1,1,1,1,1,HOMESTAY,WELCOME,NERDY,LAZY,PLAYS,SUM,BIKE,CHARMER,POOR,PHONE,BURDEN,AND,SING,RESERVE,5,6,5,5,7,6,23,Male,"$10,000 to $12,499",Some college (no degree),White,Democrat,Strongly liberal,Strongly liberal
R_1q9Qe6KGJ16EWAF,6/20/17 14:28,6/20/17 14:47,security,social security for all,3,Against equality,Those suffering need the help,Those who are well off financially do not need the help,I don't have any other reasons,I don't have any other reasons,1,1,1,1,1,homeless,welness,needy,lazy,plane,sun,bake,charter,poor,PHONE,BURNED,AID,SING,UNSERVE,3,5,5,3,5,2,21,Female,"$10,000 to $12,499",Some college (no degree),White,Democrat,Slightly conservative,Slightly conservative
R_2rAVZ7ZZzK83Uom,6/20/17 14:35,6/20/17 14:47,freedom,financial freedom,7,help with povery,help with homelessness,help those who are unable to work enough,help those who don't understand the welfare system and how to get benefits,help those who fall through the cracks for whatever reason,1,1,1,1,1,HOMELESS,WELFARE,NEEDY,LAZY,PLANT,SUM,BIKE,CHARITY,IGOR,PHONE,BURLAP,AID,SONG,RESERVE,6,6,3,7,6,2,66,Female,"$60,000 to $74,999",2-year college degree,White,Democrat,Strongly liberal,Moderately liberal
R_1ial1hkjdUTXY3V,6/20/17 14:39,6/20/17 14:52,control,basic income,7,It should be a basic right,other countries are trying it now,income inequality is really high right now,it makes no sense to pay CEO's millions of dollars while other employees cant make ends meet ,we must do something to address income inequality,1,1,1,1,1,HOMELESS,WELCOME,NEEDY,LAZY,PLACE,SUN,BAKE,CHARITY,THOR,PHOTO,BURGER,AID,SONG,RESERVE,6,3,2,7,5,2,47,Male,"$50,000 to $59,999",4-year college degree,White,Independent,Slightly       liberal,Slightly conservative
R_2xPnEcZzo0rJKsZ,6/20/17 14:41,6/20/17 14:53,control,basic income,5,Help the poor,Help the unemployed,Simplify aid,May not be enough,I don't think all citizens should qualify,1,1,1,2,2,HOMELESS,WELLNES,NODDY,LAZY,PLANT,SUN,BAKE,CHARIOT,DOOR,PHONE,BURNER,AND,SING,DESERVE,5,3,1,6,5,2,26,Female,"$25,000 to $29,999",4-year college degree,White,Democrat,Moderately liberal,Moderately liberal
R_3NPMT6P6FlL05fm,6/20/17 14:50,6/20/17 14:57,freedom,financial freedom,6,this may enable people to achieve more,people should not go without basic necessities,,,,1,1,,,,homeland,welcome,nerdy,lazy,place,sup,baka,charred,poor,phone,burden,and,sing,reserve,6,2,2,5,6,2,22,Male,"$75,000 to $84,999",4-year college degree,White,Democrat,Slightly       liberal,Moderately liberal
R_XyWwWB9JnumJS01,6/20/17 14:21,6/20/17 15:00,freedom,financial freedom,5,Dependency,Sustainability,Expensiveness,Large Scale Effectiveness,Corruption,2,2,2,2,2,HOMEBODY,WELCOME,NEEDY,LAZY,PLAIN,SUN,BAKE,CHARITY,DOOR,PHOTO,BURNED,AND,SONG,RESERVE,6,5,6,6,7,2,29,Male,"$10,000 to $12,499",Some college (no degree),White,Independent,Slightly       liberal,Slightly conservative
R_2af6b3fbXuNFXtp,6/20/17 14:48,6/20/17 15:01,security,social security for all,4,Will this inspire more people to quit working?,Where is the money coming from?,How is the base payment amount going to be determined considering the cost of living is different in different places?,,,2,2,2,,,HOMEWORK,WELCOME,NEEDY,LAZY,PLACE,SUN,BIKE,CHARIOT,POOR,PHOTO,BURNED,AND,SONG,RESERVE,2,7,7,4,7,2,34,Female,"$50,000 to $59,999",Some college (no degree),White,Republican,Strongly conservative,Strongly conservative
R_78IfQAJmfNPTqfL,6/20/17 14:37,6/20/17 15:02,freedom,financial freedom,5,People are free to choose what service they want with the endowment,This might provide some relief to income inequality in the US,Rotten people abusing the system for extra gain,Inefficiency at distributing the proper amount as different people have different need. Some greater than others due to circumstance.,The problem of dividing it up fairly. Who and how much should each person share the burden?,1,1,2,2,2,HOMEWORK,WELFARE,NEEDY,LAZY,PLATE,SUE,BAKE,CHARADE,POOR,PHONE,BURDEN,AID,SING,RESERVE,5,4,4,6,5,2,37,Male,"$50,000 to $59,999",4-year college degree,Asian,Independent,Moderately liberal,Slightly conservative
R_1K3FkX9DJivQ5u2,6/20/17 14:50,6/20/17 15:03,control,basic income,3,Money could be better used somewhere else instead of giving it to those who dont need it,some could  become complacent and not want to work at all,Its good to provide for those in need,Guaranteeing a basic income could help raise others wages,,2,2,1,1,,homeless,welfare,needy,lazy,place,sun,bike,charter,door,photo,burned,and,song,reserve,4,5,5,6,5,2,35,Male,"$60,000 to $74,999",Some college (no degree),Hispanic,Democrat,Moderately liberal,Slightly       liberal
R_238CbClOSnn3kxT,6/20/17 14:47,6/20/17 15:04,freedom,financial freedom,7,It would simplify government programs for needy.,It would guarantee that people can afford basics like food and housing.,It would give people the freedom to start their own businesses.,It would reduce poverty.,It would give people a peace of mind.,1,1,1,1,1,HOMELESS,WELCOME,NEEDY,LAZY,PLANT,SUN,BAKE,CHARRED,DOOR,PHONE,BURDEN,ADD,SONG,DISERVE,7,1,1,7,2,2,55,Female,"$25,000 to $29,999",Some college (no degree),White,Independent,Strongly liberal,Strongly liberal
